Tipologia,CAP,Coordinate,Indirizzo,UPL_#,UPL_nome,Id_Quartie,Quartiere,Circoscrizione,Utenti_potenz,lat,lng,googlemaps,osm
Fontanella,90131,"38.093992, 13.307838","Corso Calatafimi,1157",20,Mezzomonreale,14,Mezzomonreale - Villa Tasca,IV,12979,38.093992,13.307838,"https://maps.google.com/?q=38.093992,13.307838",https://www.openstreetmap.org/?mlat=38.093992&mlon=13.307838&zoom=18#map=18/38.093992/13.307838
Fontanella,90135,"38.109835, 13.323331","Via Altarello, 76",23,Altarello - Tasca Lanza,15,Altarello,IV,1024,38.109835,13.323331,"https://maps.google.com/?q=38.109835,13.323331",https://www.openstreetmap.org/?mlat=38.109835&mlon=13.323331&zoom=18#map=18/38.109835/13.323331
Fontanella,90147,"38.19924, 13.276028","Via Amorello, 1",49,Sferracavallo,21,Tommaso Natale - Sferracavallo,VII,66,38.19924,13.276028,"https://maps.google.com/?q=38.19924,13.276028",https://www.openstreetmap.org/?mlat=38.19924&mlon=13.276028&zoom=18#map=18/38.19924/13.276028
Fontanella,90147,"38.198393, 13.276254",Piazza Ss. Cosima E Damiano,49,Sferracavallo,21,Tommaso Natale - Sferracavallo,VII,17,38.198393,13.276254,"https://maps.google.com/?q=38.198393,13.276254",https://www.openstreetmap.org/?mlat=38.198393&mlon=13.276254&zoom=18#map=18/38.198393/13.276254
Fontanella,90147,"38.198261, 13.274645",Piazza Marina Di Sferracavallo,49,Sferracavallo,21,Tommaso Natale - Sferracavallo,VII,764,38.198261,13.274645,"https://maps.google.com/?q=38.198261,13.274645",https://www.openstreetmap.org/?mlat=38.198261&mlon=13.274645&zoom=18#map=18/38.198261/13.274645
Fontanella,90147,"38.196957, 13.277935","Via Sferracavallo, 198",49,Sferracavallo,21,Tommaso Natale - Sferracavallo,VII,1243,38.196957,13.277935,"https://maps.google.com/?q=38.196957,13.277935",https://www.openstreetmap.org/?mlat=38.196957&mlon=13.277935&zoom=18#map=18/38.196957/13.277935
Fontanella,90147,"38.197802, 13.275186",Piazzetta Baglicello,49,Sferracavallo,21,Tommaso Natale - Sferracavallo,VII,932,38.197802,13.275186,"https://maps.google.com/?q=38.197802,13.275186",https://www.openstreetmap.org/?mlat=38.197802&mlon=13.275186&zoom=18#map=18/38.197802/13.275186
Fontanella,90146,"38.147962, 13.315455","Via Trabucco, 67",38,Cruillas,19,Cruillas - S.Giovanni Apostolo,VI,15569,38.147962,13.315455,"https://maps.google.com/?q=38.147962,13.315455",https://www.openstreetmap.org/?mlat=38.147962&mlon=13.315455&zoom=18#map=18/38.147962/13.315455
Fontanella,90151,"38.198016, 13.316556","Via Carbone, 67",50,Partanna Mondello,22,Partanna Mondello,VII,111,38.198016,13.316556,"https://maps.google.com/?q=38.198016,13.316556",https://www.openstreetmap.org/?mlat=38.198016&mlon=13.316556&zoom=18#map=18/38.198016/13.316556
Fontanella,90129,"38.109323, 13.345939","Corso Calatafimi, 217",18,Cuba - Calatafimi,5,Cuba - Calatafimi,IV,4572,38.109323,13.345939,"https://maps.google.com/?q=38.109323,13.345939",https://www.openstreetmap.org/?mlat=38.109323&mlon=13.345939&zoom=18#map=18/38.109323/13.345939
Fontanella,90129,"38.101296, 13.338787",Piazza Generale Turba,18,Cuba - Calatafimi,5,Cuba - Calatafimi,IV,12057,38.101296,13.338787,"https://maps.google.com/?q=38.101296,13.338787",https://www.openstreetmap.org/?mlat=38.101296&mlon=13.338787&zoom=18#map=18/38.101296/13.338787
Fontanella,90142,"38.165183, 13.367454","Via Morici,1 A",55,Vergine Maria,25,Arenella - Vergine Maria,VII,2661,38.165183,13.367454,"https://maps.google.com/?q=38.165183,13.367454",https://www.openstreetmap.org/?mlat=38.165183&mlon=13.367454&zoom=18#map=18/38.165183/13.367454
Fontanella,90142,"38.151374, 13.373589","Piazza Tonnara, 1",54,Arenella,25,Arenella - Vergine Maria,VII,530,38.151374,13.373589,"https://maps.google.com/?q=38.151374,13.373589",https://www.openstreetmap.org/?mlat=38.151374&mlon=13.373589&zoom=18#map=18/38.151374/13.373589
Fontanella,90142,"38.153294, 13.374665","Via della Leva, 40",54,Arenella,25,Arenella - Vergine Maria,VII,98,38.153294,13.374665,"https://maps.google.com/?q=38.153294,13.374665",https://www.openstreetmap.org/?mlat=38.153294&mlon=13.374665&zoom=18#map=18/38.153294/13.374665
Fontanella,90129,"38.110888, 13.347125",Cortile Casermaggio,18,Cuba - Calatafimi,5,Cuba - Calatafimi,IV,2226,38.110888,13.347125,"https://maps.google.com/?q=38.110888,13.347125",https://www.openstreetmap.org/?mlat=38.110888&mlon=13.347125&zoom=18#map=18/38.110888/13.347125
Fontanella,90136,"38.108705, 13.307046","Via Michele Fanara, 2",24,Boccadifalco - Baida,16,Boccadifalco,IV,36,38.108705,13.307046,"https://maps.google.com/?q=38.108705,13.307046",https://www.openstreetmap.org/?mlat=38.108705&mlon=13.307046&zoom=18#map=18/38.108705/13.307046
Fontanella,90134,"38.111831, 13.346463",Via Danisinni Ang. La Fiura,18,Cuba - Calatafimi,5,Cuba - Calatafimi,IV,1994,38.111831,13.346463,"https://maps.google.com/?q=38.111831,13.346463",https://www.openstreetmap.org/?mlat=38.111831&mlon=13.346463&zoom=18#map=18/38.111831/13.346463
Fontanella,90133,"38.11757, 13.371578","Via Scopari, 6",1,Tribunali o Kalsa,1,Tribunali-Castellammare,I,1297,38.11757,13.371578,"https://maps.google.com/?q=38.11757,13.371578",https://www.openstreetmap.org/?mlat=38.11757&mlon=13.371578&zoom=18#map=18/38.11757/13.371578
Fontanella,90142,"38.153135, 13.37399",Piazzetta Caruso Arenella,54,Arenella,25,Arenella - Vergine Maria,VII,111,38.153135,13.37399,"https://maps.google.com/?q=38.153135,13.37399",https://www.openstreetmap.org/?mlat=38.153135&mlon=13.37399&zoom=18#map=18/38.153135/13.37399
Fontanella,90147,"38.199397, 13.277714",Via dei Pescatori,49,Sferracavallo,21,Tommaso Natale - Sferracavallo,VII,3110,38.199397,13.277714,"https://maps.google.com/?q=38.199397,13.277714",https://www.openstreetmap.org/?mlat=38.199397&mlon=13.277714&zoom=18#map=18/38.199397/13.277714
Fontanella,90145,"38.131648, 13.322712","Piazza Uditore, 15",34,Uditore,17,Uditore - Passo di Rigano,V,11199,38.131648,13.322712,"https://maps.google.com/?q=38.131648,13.322712",https://www.openstreetmap.org/?mlat=38.131648&mlon=13.322712&zoom=18#map=18/38.131648/13.322712
Fontanella,90135,"38.126913, 13.313684",Via Casalini Ang. Leonardo Da Vinci,35,Passo di Rigano,17,Uditore - Passo di Rigano,V,8240,38.126913,13.313684,"https://maps.google.com/?q=38.126913,13.313684",https://www.openstreetmap.org/?mlat=38.126913&mlon=13.313684&zoom=18#map=18/38.126913/13.313684
Fontanella,90147,"38.174382, 13.301743","Via Tommaso Natale, 61",48,Tommaso Natale - Sant'Ambrogio - Cardillo,21,Tommaso Natale - Sferracavallo,VII,26423,38.174382,13.301743,"https://maps.google.com/?q=38.174382,13.301743",https://www.openstreetmap.org/?mlat=38.174382&mlon=13.301743&zoom=18#map=18/38.174382/13.301743
Fontanella,90142,"38.154213, 13.371165","Via  Massaia Guglielmo Cardinale, 159",54,Arenella,25,Arenella - Vergine Maria,VII,2407,38.154213,13.371165,"https://maps.google.com/?q=38.154213,13.371165",https://www.openstreetmap.org/?mlat=38.154213&mlon=13.371165&zoom=18#map=18/38.154213/13.371165
Fontanella,90135,"38.100284, 13.323104","Corso Calatafimi, 927",20,Mezzomonreale,14,Mezzomonreale - Villa Tasca,IV,6250,38.100284,13.323104,"https://maps.google.com/?q=38.100284,13.323104",https://www.openstreetmap.org/?mlat=38.100284&mlon=13.323104&zoom=18#map=18/38.100284/13.323104
Fontanella,90146,"38.153186, 13.334822","Via Resuttana, 418",43,Resuttana,20,Resuttana - San Lorenzo,VI,1651,38.153186,13.334822,"https://maps.google.com/?q=38.153186,13.334822",https://www.openstreetmap.org/?mlat=38.153186&mlon=13.334822&zoom=18#map=18/38.153186/13.334822
Fontanella,90146,"38.153059, 13.332909",Piazzetta Scannaserpe,43,Resuttana,20,Resuttana - San Lorenzo,VI,2841,38.153059,13.332909,"https://maps.google.com/?q=38.153059,13.332909",https://www.openstreetmap.org/?mlat=38.153059&mlon=13.332909&zoom=18#map=18/38.153059/13.332909
Fontanella,90146,"38.159765, 13.321899","Via Nuova 106,",44,San Lorenzo,20,Resuttana - San Lorenzo,VI,4835,38.159765,13.321899,"https://maps.google.com/?q=38.159765,13.321899",https://www.openstreetmap.org/?mlat=38.159765&mlon=13.321899&zoom=18#map=18/38.159765/13.321899
Fontanella,90146,"38.172812, 13.334687","Via Giusino, 24",46,Pallavicino,23,Pallavicino,VII,13692,38.172812,13.334687,"https://maps.google.com/?q=38.172812,13.334687",https://www.openstreetmap.org/?mlat=38.172812&mlon=13.334687&zoom=18#map=18/38.172812/13.334687
Fontanella,90142,"38.144163, 13.357473","Via Isac Rabin, 33",52,Montepellegrino,24,Montepellegrino,VIII,1091,38.144163,13.357473,"https://maps.google.com/?q=38.144163,13.357473",https://www.openstreetmap.org/?mlat=38.144163&mlon=13.357473&zoom=18#map=18/38.144163/13.357473
Fontanella,90142,"38.144994, 13.368535","Salita Belmonte, 40",53,Acquasanta,24,Montepellegrino,VIII,1590,38.144994,13.368535,"https://maps.google.com/?q=38.144994,13.368535",https://www.openstreetmap.org/?mlat=38.144994&mlon=13.368535&zoom=18#map=18/38.144994/13.368535
Fontanella,90146,"38.163538, 13.326594","Via Florio, 27 E",46,Pallavicino,23,Pallavicino,VII,2117,38.163538,13.326594,"https://maps.google.com/?q=38.163538,13.326594",https://www.openstreetmap.org/?mlat=38.163538&mlon=13.326594&zoom=18#map=18/38.163538/13.326594
Fontanella,90146,"38.152231, 13.336199","Via Resuttana, 372",43,Resuttana,20,Resuttana - San Lorenzo,VI,3261,38.152231,13.336199,"https://maps.google.com/?q=38.152231,13.336199",https://www.openstreetmap.org/?mlat=38.152231&mlon=13.336199&zoom=18#map=18/38.152231/13.336199
Fontanella,90145,"38.137681, 13.327315","Vicolo Felice, 9",34,Uditore,17,Uditore - Passo di Rigano,V,4790,38.137681,13.327315,"https://maps.google.com/?q=38.137681,13.327315",https://www.openstreetmap.org/?mlat=38.137681&mlon=13.327315&zoom=18#map=18/38.137681/13.327315
Fontanella,90145,"38.138468, 13.328337","Via Felice, 4",34,Uditore,17,Uditore - Passo di Rigano,V,3221,38.138468,13.328337,"https://maps.google.com/?q=38.138468,13.328337",https://www.openstreetmap.org/?mlat=38.138468&mlon=13.328337&zoom=18#map=18/38.138468/13.328337
Fontanella,90135,"38.125969, 13.311333","Cortile Prestigiacomo, 10 In Via Castellana",35,Passo di Rigano,17,Uditore - Passo di Rigano,V,943,38.125969,13.311333,"https://maps.google.com/?q=38.125969,13.311333",https://www.openstreetmap.org/?mlat=38.125969&mlon=13.311333&zoom=18#map=18/38.125969/13.311333
Fontanella,90142,"38.145292, 13.366613","Pizzetta Di Cristofalo, 5",53,Acquasanta,24,Montepellegrino,VIII,1076,38.145292,13.366613,"https://maps.google.com/?q=38.145292,13.366613",https://www.openstreetmap.org/?mlat=38.145292&mlon=13.366613&zoom=18#map=18/38.145292/13.366613
Fontanella,90124,"38.096828, 13.389449","Fondo Mortillaro, 6",6,Settecannoli,11,Settecannoli,II,2459,38.096828,13.389449,"https://maps.google.com/?q=38.096828,13.389449",https://www.openstreetmap.org/?mlat=38.096828&mlon=13.389449&zoom=18#map=18/38.096828/13.389449
Fontanella,90142,"38.154404, 13.373851","Via Caruso, 43",54,Arenella,25,Arenella - Vergine Maria,VII,286,38.154404,13.373851,"https://maps.google.com/?q=38.154404,13.373851",https://www.openstreetmap.org/?mlat=38.154404&mlon=13.373851&zoom=18#map=18/38.154404/13.373851
Fontanella,90121,"38.068478, 13.418855","Via Giardina, 2",9,Ciaculli Croce Verde,12,Brancaccio - Ciaculli,II,1026,38.068478,13.418855,"https://maps.google.com/?q=38.068478,13.418855",https://www.openstreetmap.org/?mlat=38.068478&mlon=13.418855&zoom=18#map=18/38.068478/13.418855
Fontanella,90121,"38.06754, 13.417459","Via Giardina, 53",9,Ciaculli Croce Verde,12,Brancaccio - Ciaculli,II,214,38.06754,13.417459,"https://maps.google.com/?q=38.06754,13.417459",https://www.openstreetmap.org/?mlat=38.06754&mlon=13.417459&zoom=18#map=18/38.06754/13.417459
Fontanella,90121,"38.067044, 13.416643","Piazza Giardina, 3",9,Ciaculli Croce Verde,12,Brancaccio - Ciaculli,II,181,38.067044,13.416643,"https://maps.google.com/?q=38.067044,13.416643",https://www.openstreetmap.org/?mlat=38.067044&mlon=13.416643&zoom=18#map=18/38.067044/13.416643
Fontanella,90121,"38.09373, 13.405929","Corso dei Mille, 1294",7,Roccella Acqua dei Corsari,11,Settecannoli,II,3474,38.09373,13.405929,"https://maps.google.com/?q=38.09373,13.405929",https://www.openstreetmap.org/?mlat=38.09373&mlon=13.405929&zoom=18#map=18/38.09373/13.405929
Fontanella,90121,"38.093465, 13.406831","Corso dei Mille, 1258",7,Roccella Acqua dei Corsari,11,Settecannoli,II,4816,38.093465,13.406831,"https://maps.google.com/?q=38.093465,13.406831",https://www.openstreetmap.org/?mlat=38.093465&mlon=13.406831&zoom=18#map=18/38.093465/13.406831
Fontanella,90123,"38.098127, 13.393617","Corso dei Mille, 988",7,Roccella Acqua dei Corsari,11,Settecannoli,II,4488,38.098127,13.393617,"https://maps.google.com/?q=38.098127,13.393617",https://www.openstreetmap.org/?mlat=38.098127&mlon=13.393617&zoom=18#map=18/38.098127/13.393617
Fontanella,90124,"38.093763, 13.387449","Via Giafar, 127",8,Brancaccio Conte Federico,12,Brancaccio - Ciaculli,II,95,38.093763,13.387449,"https://maps.google.com/?q=38.093763,13.387449",https://www.openstreetmap.org/?mlat=38.093763&mlon=13.387449&zoom=18#map=18/38.093763/13.387449
Fontanella,90124,"38.096174, 13.382879","Via Brancaccio, 228",8,Brancaccio Conte Federico,12,Brancaccio - Ciaculli,II,844,38.096174,13.382879,"https://maps.google.com/?q=38.096174,13.382879",https://www.openstreetmap.org/?mlat=38.096174&mlon=13.382879&zoom=18#map=18/38.096174/13.382879
Fontanella,90124,"38.075933, 13.407128","Via Ciaculli, 240",9,Ciaculli Croce Verde,12,Brancaccio - Ciaculli,II,1981,38.075933,13.407128,"https://maps.google.com/?q=38.075933,13.407128",https://www.openstreetmap.org/?mlat=38.075933&mlon=13.407128&zoom=18#map=18/38.075933/13.407128
Fontanella,90124,"38.07704, 13.40454","Via Ciaculli, 216",9,Ciaculli Croce Verde,12,Brancaccio - Ciaculli,II,1288,38.07704,13.40454,"https://maps.google.com/?q=38.07704,13.40454",https://www.openstreetmap.org/?mlat=38.07704&mlon=13.40454&zoom=18#map=18/38.07704/13.40454
Fontanella,90124,"38.079246, 13.398733","Via Giulio Tenaglia, 41",9,Ciaculli Croce Verde,12,Brancaccio - Ciaculli,II,3547,38.079246,13.398733,"https://maps.google.com/?q=38.079246,13.398733",https://www.openstreetmap.org/?mlat=38.079246&mlon=13.398733&zoom=18#map=18/38.079246/13.398733
Fontanella,90124,"38.100082, 13.368958","Via Guadagna, 50",11,Oreto Guadagna,3,Oreto - Stazione,III,10333,38.100082,13.368958,"https://maps.google.com/?q=38.100082,13.368958",https://www.openstreetmap.org/?mlat=38.100082&mlon=13.368958&zoom=18#map=18/38.100082/13.368958
Fontanella,90142,"38.165789, 13.36725","Piazza Vergine Maria, 12",55,Vergine Maria,25,Arenella - Vergine Maria,VII,194,38.165789,13.36725,"https://maps.google.com/?q=38.165789,13.36725",https://www.openstreetmap.org/?mlat=38.165789&mlon=13.36725&zoom=18#map=18/38.165789/13.36725
Fontanella,90123,"38.099475, 13.3994","Via Sperone, 204",7,Roccella Acqua dei Corsari,11,Settecannoli,II,1456,38.099475,13.3994,"https://maps.google.com/?q=38.099475,13.3994",https://www.openstreetmap.org/?mlat=38.099475&mlon=13.3994&zoom=18#map=18/38.099475/13.3994
Fontanella,90127,"38.10116, 13.361543","Piazza S. Orsola, 7",10,Oreto Perez,3,Oreto - Stazione,III,14732,38.10116,13.361543,"https://maps.google.com/?q=38.10116,13.361543",https://www.openstreetmap.org/?mlat=38.10116&mlon=13.361543&zoom=18#map=18/38.10116/13.361543
Fontanella,90134,"38.118552, 13.355178","Piazza San Gregorio, 13",3,Monte di Pietà  o Seralcadi,2,Palazzo Reale - Monte di Pietà,I,415,38.118552,13.355178,"https://maps.google.com/?q=38.118552,13.355178",https://www.openstreetmap.org/?mlat=38.118552&mlon=13.355178&zoom=18#map=18/38.118552/13.355178
Fontanella,90133,"38.120685, 13.364111","Via Sant'alesandro, 47",4,Castellammare o Loggia,1,Tribunali-Castellammare,I,4035,38.120685,13.364111,"https://maps.google.com/?q=38.120685,13.364111",https://www.openstreetmap.org/?mlat=38.120685&mlon=13.364111&zoom=18#map=18/38.120685/13.364111
Fontanella,90133,"38.11984, 13.370935","Piazza Santo Spirito, 15",4,Castellammare o Loggia,1,Tribunali-Castellammare,I,1468,38.11984,13.370935,"https://maps.google.com/?q=38.11984,13.370935",https://www.openstreetmap.org/?mlat=38.11984&mlon=13.370935&zoom=18#map=18/38.11984/13.370935
Fontanella,90133,"38.115299, 13.367446","Piazza Chiesa dei Cocchieri, 4",1,Tribunali o Kalsa,1,Tribunali-Castellammare,I,1708,38.115299,13.367446,"https://maps.google.com/?q=38.115299,13.367446",https://www.openstreetmap.org/?mlat=38.115299&mlon=13.367446&zoom=18#map=18/38.115299/13.367446
Fontanella,90133,"38.116642, 13.365605","Arco dei Cartari, 7",1,Tribunali o Kalsa,1,Tribunali-Castellammare,I,1151,38.116642,13.365605,"https://maps.google.com/?q=38.116642,13.365605",https://www.openstreetmap.org/?mlat=38.116642&mlon=13.365605&zoom=18#map=18/38.116642/13.365605
Fontanella,90135,"38.105585, 13.322962","Fondo Micciulla, 11",23,Altarello - Tasca Lanza,15,Altarello,IV,3070,38.105585,13.322962,"https://maps.google.com/?q=38.105585,13.322962",https://www.openstreetmap.org/?mlat=38.105585&mlon=13.322962&zoom=18#map=18/38.105585/13.322962
Fontanella,90139,"38.127628, 13.358786","Piazza Mulino A Vento, 1",25,Borgo Vecchio - Principe Scordia,10,Politeama,VIII,6145,38.127628,13.358786,"https://maps.google.com/?q=38.127628,13.358786",https://www.openstreetmap.org/?mlat=38.127628&mlon=13.358786&zoom=18#map=18/38.127628/13.358786
Fontanella,90139,"38.128977, 13.358075",Piazzetta Ettore Ximenes,25,Borgo Vecchio - Principe Scordia,10,Politeama,VIII,7323,38.128977,13.358075,"https://maps.google.com/?q=38.128977,13.358075",https://www.openstreetmap.org/?mlat=38.128977&mlon=13.358075&zoom=18#map=18/38.128977/13.358075
Fontanella,90146,"38.168224, 13.328953",Città dei RagazziiIn Viale Duca degli Abruzzi,46,Pallavicino,23,Pallavicino,VII,2604,38.168224,13.328953,"https://maps.google.com/?q=38.168224,13.328953",https://www.openstreetmap.org/?mlat=38.168224&mlon=13.328953&zoom=18#map=18/38.168224/13.328953
Fontanella,90134,"38.114777, 13.352246","Pizza Peranni Domenico, 10",3,Monte di Pietà  o Seralcadi,2,Palazzo Reale - Monte di Pietà,I,5188,38.114777,13.352246,"https://maps.google.com/?q=38.114777,13.352246",https://www.openstreetmap.org/?mlat=38.114777&mlon=13.352246&zoom=18#map=18/38.114777/13.352246
Fontanella,90134,"38.113477, 13.357842","Piazzetta Settecantoni, 2",2,Palazzo Reale o Albergaria,2,Palazzo Reale - Monte di Pietà,I,745,38.113477,13.357842,"https://maps.google.com/?q=38.113477,13.357842",https://www.openstreetmap.org/?mlat=38.113477&mlon=13.357842&zoom=18#map=18/38.113477/13.357842
Fontanella,90126,"38.07683, 13.332204","Via Villagrazia, 467",15,Villagrazia,13,Villagrazia - Falsomiele,III,15122,38.07683,13.332204,"https://maps.google.com/?q=38.07683,13.332204",https://www.openstreetmap.org/?mlat=38.07683&mlon=13.332204&zoom=18#map=18/38.07683/13.332204
Fontanella,90147,"38.190947, 13.285067","Piazza Tommaso Natale, 90",48,Tommaso Natale - Sant'Ambrogio - Cardillo,21,Tommaso Natale - Sferracavallo,VII,2276,38.190947,13.285067,"https://maps.google.com/?q=38.190947,13.285067",https://www.openstreetmap.org/?mlat=38.190947&mlon=13.285067&zoom=18#map=18/38.190947/13.285067
Fontanella,90142,"38.146078, 13.366538","Salita Cortile  Le Chiavi, 39",53,Acquasanta,24,Montepellegrino,VIII,460,38.146078,13.366538,"https://maps.google.com/?q=38.146078,13.366538",https://www.openstreetmap.org/?mlat=38.146078&mlon=13.366538&zoom=18#map=18/38.146078/13.366538
Fontanella,90146,"38.173522, 13.330118","Via Mater Dolorosa, 97",46,Pallavicino,23,Pallavicino,VII,3957,38.173522,13.330118,"https://maps.google.com/?q=38.173522,13.330118",https://www.openstreetmap.org/?mlat=38.173522&mlon=13.330118&zoom=18#map=18/38.173522/13.330118
Fontanella,90134,"38.114269, 13.358899","Via SS. Salvatore, 30",2,Palazzo Reale o Albergaria,2,Palazzo Reale - Monte di Pietà,I,304,38.114269,13.358899,"https://maps.google.com/?q=38.114269,13.358899",https://www.openstreetmap.org/?mlat=38.114269&mlon=13.358899&zoom=18#map=18/38.114269/13.358899
Fontanella,90124,"38.093773, 13.385614","Via Conte Federico, 61",8,Brancaccio Conte Federico,12,Brancaccio - Ciaculli,II,921,38.093773,13.385614,"https://maps.google.com/?q=38.093773,13.385614",https://www.openstreetmap.org/?mlat=38.093773&mlon=13.385614&zoom=18#map=18/38.093773/13.385614
Fontanella,90124,"38.095768, 13.381778",Cortile Lombino,8,Brancaccio Conte Federico,12,Brancaccio - Ciaculli,II,3610,38.095768,13.381778,"https://maps.google.com/?q=38.095768,13.381778",https://www.openstreetmap.org/?mlat=38.095768&mlon=13.381778&zoom=18#map=18/38.095768/13.381778
Fontanella,90121,"38.066279, 13.416","Piazzetta Cinà, 97",9,Ciaculli Croce Verde,12,Brancaccio - Ciaculli,II,1748,38.066279,13.415977,"https://maps.google.com/?q=38.066279,13.415977",https://www.openstreetmap.org/?mlat=38.066279&mlon=13.415977&zoom=18#map=18/38.066279/13.415977
Fontanella,90133,"38.117118, 13.374003",Foro Italico Umberto I,1,Tribunali o Kalsa,1,Tribunali-Castellammare,I,2263,38.117118,13.374003,"https://maps.google.com/?q=38.117118,13.374003",https://www.openstreetmap.org/?mlat=38.117118&mlon=13.374003&zoom=18#map=18/38.117118/13.374003
Fontanella,90146,"38.162785, 13.323633","Via San Lorenzo, 202",44,San Lorenzo,20,Resuttana - San Lorenzo,VI,3224,38.162785,13.323633,"https://maps.google.com/?q=38.162785,13.323633",https://www.openstreetmap.org/?mlat=38.162785&mlon=13.323633&zoom=18#map=18/38.162785/13.323633
Fontanella,90146,"38.180716, 13.318222",Via Fausto Coppi,47,San Filippo Neri,23,Pallavicino,VII,9831,38.180716,13.318222,"https://maps.google.com/?q=38.180716,13.318222",https://www.openstreetmap.org/?mlat=38.180716&mlon=13.318222&zoom=18#map=18/38.180716/13.318222